,time,acc,predicted
0,18704.0,980.9736300000001,18348130.77552
1,26543.0,1441.647274,38265643.593782
2,11400.0,160.886633,1834107.6161999998
3,27681.0,2774.584911,76803284.921391
4,25975.0,5759.042714999999,149591134.52212498
5,32904.0,3885.003137,127832143.219848
6,31600.0,3094.864648,97797722.8768
7,14110.0,282.239617,3982400.99587
8,15608.0,390.291213,6091665.252504
9,64048.0,41935.949834,2685913714.968032
10,28480.0,3492.0617539999994,99453918.75391999
11,13229.0,604.590115,7998122.631335
12,11185.0,381.449145,4266508.686825
13,18149.0,1838.581289,33368411.814061
14,30620.0,3317.91889,101594676.4118
15,15229.0,515.031763,7843418.718726999
16,10889.0,178.118182,1939528.883798
17,10708.0,314.258037,3365075.060196
18,2209.0,6.893209,15227.098681
19,9044.0,97.486228,881665.446032
20,9713.0,114.25431899999998,1109752.2004469999
21,8915.0,213.680371,1904960.507465
22,22837.0,831.170792,18981447.376904
23,3021.0,17.578927,53105.938467
24,22954.0,1776.724339,40782930.477406
25,16347.0,161.717497,2643595.923459
26,33771.0,4695.461071,158570415.82874098
27,52468.0,38334.493731,2011334217.078108
28,22587.0,1210.292197,27336869.853639
29,29180.0,2952.181004,86144641.69672
30,22195.0,1537.331045,34121062.543775
31,30563.0,4161.807398,127197319.505074
32,32359.0,7960.548833,257595399.687047
33,35184.0,2833.637267,99698693.602128
34,18362.0,727.143018,13351800.096516
35,4944.0,20.305003,100387.934832
36,29283.0,2130.707601,62393510.680083
37,35591.0,4457.09717,158632545.37747
38,3251.0,18.713339,60837.065089
39,31396.0,6776.951353,212769164.678788
40,8650.0,63.262385,547219.63025
41,8519.0,213.216552,1816391.806488
42,42478.0,9689.143343,411575430.923954
43,25962.0,4555.332364,118265538.834168
44,14667.0,279.071381,4093139.9451269996
45,3231.0,19.109314,61742.193534000005
46,16250.0,463.66242,7534514.325
47,71718.0,89652.675855,6429710606.968889
48,32311.0,8722.151265,281821429.523415
49,38391.0,6706.401857,257465473.692087
50,49324.0,13557.627066,668716397.403384
51,39894.0,6634.609273,264681102.337062
52,19477.0,1090.075221,21231395.079417
53,5520.0,27.486616,151726.12032000002
54,23169.0,973.039513,22544352.476697
55,29228.0,3423.093045,100050163.51926
56,49715.0,11542.474461,573834117.828615
57,30508.0,4019.050665,122613197.68782
58,43183.0,7857.58066,339313905.64078
59,18977.0,282.18665,5355056.05705
60,24910.0,4227.8856,105316630.29599999
61,41421.0,3972.914097,164562074.811837
62,39892.0,7424.729569000001,296187311.966548
63,85128.0,175549.538127,14944181081.675257
64,33305.0,2558.130372,85198532.03946
65,33010.0,5530.246196,182553426.92996
66,19653.0,719.329289,14136978.516717
67,22476.0,932.1176879999999,20950277.155488
68,17924.0,1263.670082,22650022.549768
69,27201.0,5047.671619,137301715.708419
70,21290.0,593.225464,12629770.12856
71,13542.0,436.16142,5906497.94964
72,28796.0,1662.263524,47866540.437104
73,12583.0,506.729724,6376180.117091999
74,8943.0,201.691311,1803725.394273
75,13775.0,177.935725,2451064.611875
76,57843.0,35373.34164,2046100200.4825199
77,15153.0,335.176239,5078925.549567
78,57740.0,21201.027004,1224147299.21096
79,10142.0,265.087618,2688518.621756
80,16469.0,704.119814,11596149.216766
81,9161.0,131.222969,1202133.619009
82,58349.0,36478.443792,2128480716.819408
83,10462.0,204.08441100000002,2135131.107882
84,13171.0,332.32509400000004,4377053.813074
85,26387.0,2185.356116,57664991.832892
86,16120.0,217.600069,3507713.11228
87,22857.0,622.226847,14222239.041879
88,47777.0,19281.920349,921232308.514173
89,27671.0,3288.417077,90993788.937667
90,8259.0,66.058233,545574.946347
91,50595.0,15781.9092,798485695.974
92,13860.0,432.387099,5992885.19214
93,11462.0,214.23608900000002,2455574.052118
94,20835.0,755.248486,15735602.20581
95,6764.0,57.934525,391869.1271
96,31159.0,2778.75482,86583221.43638
97,27767.0,1624.1080009999998,45096606.863767
98,15913.0,381.638193,6073008.565209
99,11852.0,165.038713,1956038.826476
100,15736.0,428.123037,6736944.110232
101,5661.0,35.622144,201656.957184
102,23731.0,1371.717234,32552221.680053998
103,28514.0,1875.57177,53480053.44978
104,35438.0,6646.374795,235534229.98521
105,18604.0,747.707718,13910354.385672
106,48706.0,16230.740124000002,790534428.479544
107,13639.0,134.95473,1840647.5624700002
108,9682.0,195.188133,1889811.503706
109,32313.0,4165.230592,134591096.11929598
110,10922.0,156.81315,1712713.2243000001
111,15226.0,333.508306,5077997.467156
112,14615.0,245.855337,3593175.750255
