,time,acc,predicted
0,9079.0,7.895632000000001,71684.442928
1,15963.0,25.757549,411167.754687
2,15162.0,35.173087,533294.345094
3,31880.0,183.935445,5863861.9865999995
4,12403.0,18.559807,230197.286221
5,31522.0,157.940299,4978594.105078001
6,12443.0,20.097804,250076.975172
7,11700.0,11.303162,132246.9954
8,15239.0,36.148089,550860.728271
9,17011.0,36.993947,629304.0324169999
10,5532.0,6.221739,34418.660148
11,12673.0,9.27199,117503.92927000001
12,3967.0,4.364801,17315.165567
13,10220.0,14.115728,144262.74016000002
14,16967.0,49.378285,837801.361595
15,16545.0,33.972008,562066.87236
16,22618.0,74.555517,1686296.6835059999
17,14286.0,38.118178,544556.290908
18,31556.0,178.870482,5644436.929992001
19,22529.0,90.40428,2036718.02412
20,28827.0,204.71372,5901282.40644
21,13015.0,13.984977,182014.47565500002
22,7210.0,5.844292,42137.34532
23,10790.0,18.769161,202519.24719
24,18099.0,49.185939,890216.309961
25,34968.0,197.188551,6895289.251367999
26,6932.0,6.699897,46443.686004
27,17307.0,28.946828,500982.752196
28,20637.0,50.374481,1039578.1643970001
29,28568.0,84.661456,2418608.475008
30,16168.0,57.011679,921764.826072
31,18094.0,41.201965,745508.35471
32,20452.0,61.118694999999995,1249999.55014
33,18016.0,42.472877,765191.352032
34,25772.0,170.857603,4403342.1445160005
35,17700.0,39.990532,707832.4164
36,22861.0,55.27830699999999,1263717.3763269999
37,16502.0,25.258914,416822.598828
38,25147.0,83.627395,2102978.102065
39,18504.0,60.551213999999995,1120439.663856
40,22929.0,74.077346,1698519.466434
41,6782.0,7.581705,51419.12331
42,13813.0,19.161415,264676.62539500004
43,21461.0,77.116736,1655002.271296
44,22093.0,29.150217,644015.744181
45,8610.0,8.268211,71189.29671000001
46,5901.0,6.603668,38968.244868
47,9208.0,10.426297,96005.342776
48,26894.0,150.628801,4051010.974094
49,19939.0,71.443884,1424519.603076
50,19267.0,43.40345,836254.27115
51,15218.0,18.138814000000004,276036.471452
52,15882.0,31.991288,508085.636016
