,time,acc,predicted
0,5562.0,13.69988,76198.73256
1,10565.0,308.566658,3260006.74177
2,6211.0,44.653256999999996,277341.379227
3,8427.0,132.960341,1120456.793607
4,5312.0,45.553092,241978.024704
5,10506.0,386.332457,4058808.7932419996
6,5687.0,61.910823,352086.850401
7,15372.0,884.670425,13599153.7731
8,11906.0,434.86048399999993,5177448.922503999
9,11024.0,351.617434,3876230.592416
10,6614.0,84.695862,560178.431268
11,6960.0,52.423622,364868.40912
12,9934.0,378.407842,3759103.5024280003
13,9123.0,428.465193,3908887.955739
14,4545.0,40.316828,183239.98326
15,7814.0,101.81823,795607.64922
16,13524.0,612.370247,8281695.220427999
17,7309.0,89.569235,654661.5386150001
18,7673.0,228.467389,1753030.275797
19,19361.0,1855.1303540000001,35917178.783794
20,8299.0,68.694561,570096.1617389999
21,5517.0,46.468321,256365.726957
22,6248.0,78.80216,492355.89568
23,8434.0,138.72842,1170035.49428
24,9093.0,54.400048,494659.636464
25,3820.0,20.104101,76797.66582
26,7793.0,118.830467,926045.829331
27,5240.0,10.70784,56109.0816
28,5919.0,50.684083,299999.087277
29,7045.0,115.394035,812950.976575
30,6976.0,157.750204,1100465.423104
31,9802.0,238.584036,2338600.720872
32,8047.0,150.261785,1209156.583895
33,9571.0,252.37414399999997,2415472.932224
34,3890.0,22.271854,86637.51206000001
35,6911.0,93.536952,646433.875272
36,10467.0,377.084891,3946947.5540970005
37,13252.0,786.856673,10427424.630596
38,5546.0,53.574877,297126.267842
39,2958.0,22.458924,66433.497192
40,7352.0,62.13705900000001,456831.65776800003
41,4713.0,60.897118,287008.117134
42,5467.0,107.806905,589380.349635
43,4442.0,24.12346,107156.40932
44,2821.0,26.147543,73762.218803
45,7008.0,124.710237,873969.340896
46,7414.0,170.280582,1262460.2349480002
47,6496.0,73.854304,479757.558784
48,23860.0,3019.851142,72053648.24812
49,3427.0,15.669802,53700.411454
50,9606.0,310.824411,2985779.292066
51,10109.0,247.116454,2498100.233486
52,9669.0,132.67943,1282877.40867
53,7190.0,20.92337,150439.03029999998
54,8404.0,177.355701,1490497.3112040001
55,3525.0,26.076255,91918.798875
56,8884.0,265.447734,2358237.668856
57,10214.0,242.472727,2476616.433578
58,9744.0,178.81707,1742393.53008
59,5371.0,30.154765999999995,161961.24818599998
60,11137.0,201.543333,2244588.099621
61,8001.0,101.757467,814161.4934670001
62,12449.0,457.059895,5689938.632855
63,4935.0,54.56885,269297.27475
64,10129.0,158.166284,1602066.290636
65,4240.0,16.025071,67946.30104
66,4079.0,31.006758,126476.56588200001
67,19141.0,2284.166703,43721234.862123
68,8953.0,231.335352,2071145.406456
69,10490.0,401.2274949999999,4208876.422549999
70,2233.0,13.609996,30391.121068
71,14306.0,678.903163,9712388.649877999
72,6335.0,34.951937,221420.520895
73,5768.0,105.997965,611396.26212
74,10092.0,292.427157,2951174.8684440004
75,6313.0,128.419158,810710.144454
76,11280.0,460.86496100000005,5198556.76008
77,6507.0,38.338686,249469.82980200002
78,11614.0,452.605533,5256560.660262
79,13650.0,820.728655,11202946.14075
80,6870.0,34.45919,236734.6353
81,5887.0,113.224498,666552.619726
82,3382.0,7.817489999999999,26438.75118
83,4334.0,35.78384,155087.16256
84,6732.0,70.518031,474727.38469199993
85,4207.0,19.954624,83949.103168
86,8138.0,136.129223,1107819.616774
87,4466.0,57.853943,258375.709438
88,10114.0,379.132325,3834544.33505
89,7701.0,199.46135,1536051.85635
90,10884.0,287.774158,3132133.935672
91,4423.0,51.913592,229613.817416
92,10340.0,333.282424,3446140.26416
93,13829.0,901.8831569999999,12472142.178152999
94,3214.0,29.434472,94602.393008
95,9095.0,193.610587,1760888.2887650002
96,4775.0,70.439135,336346.869625
97,15724.0,867.640145,13642773.63998
98,2921.0,20.244099,59133.013178999994
99,3451.0,28.499012,98350.090412
100,12995.0,543.786388,7066504.11206
101,10819.0,419.14840200000003,4534766.561238
102,11554.0,521.828056,6029201.359023999
103,8546.0,103.942427,888291.981142
104,5600.0,37.508038,210045.0128
105,7412.0,106.165399,786897.937388
106,6533.0,79.889012,521914.91539599997
107,8200.0,267.856398,2196422.4636
108,10143.0,171.881855,1743397.655265
109,4209.0,21.080523,88727.921307
110,13466.0,1050.805862,14150151.737691998
111,4275.0,41.445655,177180.175125
112,11076.0,323.751648,3585873.253248
113,3741.0,31.595456,118198.60089599999
114,11429.0,391.271143,4471837.893347
115,5213.0,68.375853,356443.32168900006
116,3791.0,25.671264,97319.761824
117,3455.0,11.555209,39923.247095
118,3976.0,15.752788,62633.085088
119,7808.0,141.253468,1102907.078144
120,10630.0,306.518458,3258291.20854
121,12653.0,222.528456,2815652.553768
122,13109.0,317.563332,4162937.719188
123,4054.0,48.390014,196173.116756
124,8106.0,70.12315,568418.2539
125,9269.0,204.663639,1897027.269891
126,6567.0,129.851344,852733.7760480001
127,15072.0,1199.337226,18076410.670272
128,13918.0,745.257073,10372487.942014
129,5383.0,51.239124,275820.204492
130,8399.0,148.791744,1249701.8578559998
131,6329.0,109.539578,693275.989162
132,9660.0,252.66055500000002,2440700.9613
133,13416.0,517.545636,6943392.252575999
134,15370.0,874.118301,13435198.28637
135,12014.0,407.837269,4899756.949766
136,13172.0,580.069143,7640670.751596001
137,10058.0,289.006942,2906831.822636
138,4901.0,52.715744,258359.861344
139,7719.0,193.235099,1491581.729181
140,4485.0,10.845075,48640.161374999996
141,9826.0,303.50682,2982258.01332
142,7372.0,122.499247,903064.448884
143,5283.0,25.013422999999996,132145.913709
144,12683.0,741.125902,9399699.815066
145,4607.0,9.707849,44724.060343
146,11286.0,182.190248,2056199.138928
147,3714.0,28.031435,104108.74958999999
148,5790.0,48.484135,280723.14165
149,7398.0,47.593209,352094.560182
150,11272.0,100.73290100000001,1135461.260072
151,5806.0,17.096689,99263.37633400002
152,6246.0,129.858509,811096.247214
153,12561.0,1076.807745,13525782.084945
154,11014.0,264.151212,2909361.448968
155,8540.0,235.349121,2009881.49334
156,12803.0,720.800165,9228404.512495
157,6706.0,139.851045,937841.10777
158,5692.0,27.748009,157941.667228
159,8233.0,152.702785,1257202.028905
160,6146.0,29.816323,183251.121158
161,2133.0,13.262516,28288.946627999998
162,14582.0,2069.208253,30173194.745245997
163,3835.0,32.359014,124096.81869000001
164,11597.0,310.709451,3603297.503247
165,7604.0,142.444735,1083149.7649400001
166,10242.0,311.213958,3187453.3578359997
167,5918.0,19.008613,112492.971734
168,9212.0,148.188266,1365110.306392
169,4797.0,12.55014,60203.02158
170,2761.0,14.165957,39112.207277
171,4902.0,45.464703,222867.974106
172,12688.0,473.898246,6012820.945247999
173,3333.0,25.403907999999998,84671.225364
174,4947.0,50.176332,248222.314404
175,7291.0,171.323626,1249120.557166
176,9441.0,127.42189399999998,1202990.1012539999
177,6174.0,85.475663,527726.743362
178,8166.0,105.60461,862367.24526
179,8218.0,159.60234,1311612.03012
180,6657.0,81.353195,541568.219115
181,14437.0,767.7394399999998,11083854.295279998
182,9171.0,139.756694,1281708.6406740001
183,10918.0,409.172013,4467340.037934
184,8403.0,47.478419,398961.15485700005
185,3855.0,25.111797,96805.977435
186,7540.0,162.019514,1221627.1355599998
187,1227.0,2.251444,2762.5217879999996
188,6501.0,70.734766,459846.71376599994
189,12563.0,641.757519,8062399.711197
190,11004.0,156.986206,1727476.2108240002
191,17583.0,1370.803672,24102840.964776002
192,8270.0,82.237827,680106.82929
193,5982.0,36.996884,221315.36008800002
194,4969.0,70.188722,348767.759618
195,12043.0,378.63849500000003,4559943.395285
196,8059.0,47.339813,381511.552967
197,12760.0,1519.256993,19385719.23068
198,15361.0,881.5317680000002,13541209.488248002
199,6417.0,67.201777,431233.803009
200,8439.0,226.858548,1914459.286572
201,3210.0,27.781414,89178.33894
202,8379.0,236.623971,1982672.253009
203,13039.0,362.080256,4721164.457984
204,8387.0,27.930188,234250.486756
205,15445.0,1267.941839,19583361.703355
206,8958.0,261.158131,2339454.537498
207,3301.0,8.284054,27345.662254
208,4479.0,24.470101,109601.582379
209,9749.0,251.850295,2455288.525955
210,3644.0,27.960040000000003,101886.38576
211,10043.0,221.26912199999998,2222205.792246
212,5893.0,106.91232599999998,630034.3371179999
213,9196.0,167.04573,1536152.53308
214,9058.0,48.203056,436623.281248
215,1668.0,7.572882,12631.567176
216,8758.0,201.549424,1765169.855392
217,5189.0,55.693799,288995.123011
218,6096.0,41.573046,253429.288416
219,8277.0,91.825972,760043.570244
220,16260.0,1104.595067,17960715.78942
221,8308.0,245.870165,2042689.3308199998
222,3632.0,13.760223,49977.129936
223,10006.0,256.361886,2565157.031316
224,4555.0,41.467749,188885.596695
225,13353.0,796.177869,10631363.084757
226,4432.0,33.245542,147344.242144
227,10452.0,319.450293,3338894.462436
228,7009.0,51.578070000000004,361510.69263
229,11826.0,295.431253,3493769.9979780004
230,3651.0,10.619093999999999,38770.312194
231,2736.0,24.943586,68245.651296
232,9054.0,273.632438,2477468.0936519997
233,3869.0,43.077952,166668.596288
234,6702.0,99.137699,664420.858698
235,11252.0,548.405363,6170657.144475999
236,9247.0,225.507877,2085271.338619
237,4980.0,60.61335499999999,301854.50789999997
238,7108.0,125.331142,890853.757336
239,5417.0,85.773637,464635.791629
240,10118.0,312.090444,3157731.112392
241,6582.0,25.086309,165118.085838
242,8155.0,165.800896,1352106.30688
243,6156.0,106.591962,656180.118072
244,7681.0,134.079973,1029868.272613
245,6878.0,72.544869,498963.60898200003
246,2420.0,14.502987,35097.22854
247,6021.0,93.44599299999999,562638.323853
248,9527.0,430.595058,4102279.1175659997
249,3812.0,7.1493150000000005,27253.18878
250,9394.0,372.082423,3495342.281662
251,11032.0,338.46868,3733986.47776
252,4388.0,42.348567,185825.51199600002
253,5252.0,57.952991,304369.108732
254,7288.0,102.70053,748481.46264
255,7950.0,98.861995,785952.8602499999
256,13699.0,531.725772,7284111.350628
257,4590.0,25.243466,115867.50894
258,2037.0,9.262897,18868.521189000003
259,7273.0,98.407665,715718.947545
260,2039.0,10.41317,21232.45363
261,5707.0,56.592535000000005,322973.597245
262,11511.0,400.67673,4612189.83903
263,6969.0,49.112619,342265.841811
264,13547.0,430.286518,5829091.459346
265,2398.0,9.52397,22838.48006
266,3553.0,25.290946999999996,89858.73469099999
267,7701.0,215.630476,1660570.295676
268,15237.0,1008.719663,15369861.505130999
